Day,Fixture,Start time (hr),Duration (min),Flow Rate (gpm)
3D6,FAUC,7.94,0.31,1.526
3D6,FAUC,8.65,0.465,0.499
3D6,FAUC,12.25,0.31,0.346
3D6,FAUC,12.55,0.62,0.95
3D6,FAUC,14.35,0.31,1.613
3D6,FAUC,14.38,0.155,0.749
3D6,FAUC,14.57,0.31,0.346
3D6,FAUC,14.66,0.31,0.864
3D6,FAUC,14.68,0.155,0.346
3D6,FAUC,14.71,0.31,0.374
3D6,FAUC,14.8,0.31,0.547
3D6,FAUC,14.84,0.155,0.518
3D6,FAUC,15.01,0.465,1.056
3D6,FAUC,16,0.62,2.578
3D6,FAUC,16.08,0.31,1.181
3D6,FAUC,16.15,0.155,0.403
3D6,FAUC,16.4,0.31,0.893
3D6,FAUC,17.38,0.465,1.747
3D6,FAUC,17.39,0.155,1.267
3D6,FAUC,17.42,0.31,1.238
3D6,FAUC,17.57,0.155,0.346
3D6,FAUC,17.58,0.155,1.152
3D6,FAUC,17.58,0.31,0.662
3D6,FAUC,18,0.62,1.066
3D6,FAUC,18.13,0.31,0.691
3D6,FAUC,18.16,0.31,0.461
3D6,FAUC,18.19,0.155,0.288
3D6,FAUC,18.27,0.465,0.461
3D6,FAUC,18.36,0.465,1.267
3D6,FAUC,18.61,0.465,0.653
3D6,FAUC,19.04,0.62,1.469
3D6,FAUC,19.27,0.774,0.645
3D6,FAUC,19.48,0.155,1.44
3D6,FAUC,19.49,0.31,1.584
3D6,FAUC,19.5,0.31,1.325
3D6,FAUC,19.51,0.465,0.384
3D6,FAUC,19.52,0.465,0.595
3D6,FAUC,19.53,0.31,1.382
3D6,FAUC,19.55,0.155,0.518
3D6,FAUC,19.55,0.31,0.518
3D6,FAUC,19.56,0.155,1.325
3D6,FAUC,19.58,0.62,1.238
3D6,FAUC,19.59,0.155,1.555
3D6,FAUC,19.6,0.465,0.71
3D6,FAUC,20.28,0.465,4.224
3D6,FAUC,20.29,0.31,0.432
3D6,FAUC,20.3,0.62,1.8
3D6,FAUC,20.33,0.31,2.592
3D6,FAUC,20.34,0.155,1.094
3D6,FAUC,20.35,0.31,0.922
3D6,FAUC,20.37,0.155,1.037
3D6,FAUC,20.39,0.155,0.403
3D6,FAUC,20.4,0.155,0.461
3D6,FAUC,20.41,0.155,0.288
3D6,FAUC,20.41,0.31,0.518
3D6,FAUC,20.42,0.31,0.806
3D6,FAUC,20.43,0.31,0.576
3D6,FAUC,20.46,0.155,1.267
3D6,FAUC,22.26,0.31,0.23
3D6,FAUC,22.31,0.465,3.034
3D6,SHWR,6.03,9.294,2
3D7,CWSH,6.27,6.667,0.961
3D7,CWSH,6.68,0.333,0.358
3D7,CWSH,6.71,0.333,0.303
3D7,CWSH,6.75,6.5,0.927
3D7,CWSH,14.8,6.5,0.969
3D7,CWSH,15.21,0.333,0.375
3D7,CWSH,15.24,0.333,0.393
3D7,CWSH,15.28,6.667,0.914
3D7,CWSH,18.34,5.667,2.232
3D7,FAUC,5.3,1.048,0.922
3D7,FAUC,5.32,6.419,1.036
3D7,FAUC,6.18,0.393,1.21
3D7,FAUC,6.57,0.655,1.048
3D7,FAUC,7.03,2.62,0.501
3D7,FAUC,7.2,0.131,0.403
3D7,FAUC,7.32,0.131,0.691
3D7,FAUC,7.38,0.131,0.806
3D7,FAUC,7.71,0.131,1.325
3D7,FAUC,7.95,0.393,0.73
3D7,FAUC,7.98,0.131,0.634
3D7,FAUC,8.03,0.262,1.152
3D7,FAUC,8.35,0.262,1.469
3D7,FAUC,9.37,0.131,0.461
3D7,FAUC,9.44,0.262,0.662
3D7,FAUC,10.13,0.131,0.518
3D7,FAUC,14.24,0.131,0.806
3D7,FAUC,15.54,0.917,1.366
3D7,FAUC,15.57,0.655,1.267
3D7,FAUC,17.55,0.655,1.279
3D7,FAUC,17.89,0.655,1.279
3D7,FAUC,18.06,0.393,1.075
3D7,FAUC,18.87,0.262,1.152
3D7,FAUC,18.93,0.131,0.461
3D7,FAUC,18.94,0.131,0.979
3D7,FAUC,18.96,0.262,1.382
3D7,FAUC,18.99,0.131,0.518
3D7,FAUC,19.36,0.131,0.806
3D7,FAUC,19.46,0.262,0.403
3D7,FAUC,19.51,0.524,2.074
3D7,FAUC,19.77,0.917,2.526
3D7,FAUC,19.84,2.358,2.851
3D7,FAUC,21.73,0.917,2.452
3D7,FAUC,21.89,0.393,1.075
3D7,FAUC,23.63,0.393,0.749
3D7,FAUC,23.65,0.655,0.714
3D7,SHWR,8.05,3.406,2
3D7,SHWR,10.04,3.013,2
3D7,SHWR,19.56,4.192,1.584
3D8,CWSH,21.42,2.667,2.279
3D8,CWSH,21.83,3.5,1.619
3D8,CWSH,21.99,0.333,1.408
3D8,CWSH,22,0.333,1.314
3D8,DWSH,21.22,1.833,1.012
3D8,DWSH,21.38,1.667,0.987
3D8,DWSH,21.84,1.5,0.999
3D8,FAUC,0.22,0.124,1.152
3D8,FAUC,0.43,0.124,1.152
3D8,FAUC,1.12,0.249,0.403
3D8,FAUC,2.14,0.124,1.21
3D8,FAUC,6.53,0.249,0.95
3D8,FAUC,7.67,0.373,0.749
3D8,FAUC,8,0.995,2.066
3D8,FAUC,8.07,0.87,2.633
3D8,FAUC,8.33,0.995,1.836
3D8,FAUC,8.9,0.124,1.152
3D8,FAUC,9.04,0.124,0.749
3D8,FAUC,9.09,0.373,0.614
3D8,FAUC,9.12,0.622,1.129
3D8,FAUC,9.2,0.249,0.95
3D8,FAUC,9.26,0.87,0.856
3D8,FAUC,9.31,0.622,1.21
3D8,FAUC,9.33,0.497,1.123
3D8,FAUC,9.9,0.249,0.95
3D8,FAUC,9.97,0.249,1.123
3D8,FAUC,11.17,0.249,0.547
3D8,FAUC,11.34,0.746,1.008
3D8,FAUC,11.42,0.373,1.632
3D8,FAUC,11.78,0.373,0.768
3D8,FAUC,12.22,0.249,0.95
3D8,FAUC,12.24,0.622,1.279
3D8,FAUC,12.48,0.622,1.509
3D8,FAUC,12.56,0.249,0.749
3D8,FAUC,12.57,0.249,1.325
3D8,FAUC,12.61,0.124,0.749
3D8,FAUC,12.65,0.746,1.507
3D8,FAUC,12.69,0.622,1.44
3D8,FAUC,13.26,0.124,1.152
3D8,FAUC,15.6,0.249,0.749
3D8,FAUC,15.84,0.373,1.382
3D8,FAUC,15.92,0.249,0.95
3D8,FAUC,16.38,0.124,1.152
3D8,FAUC,16.57,0.124,0.749
3D8,FAUC,17.36,0.124,0.749
3D8,FAUC,17.37,0.124,0.749
3D8,FAUC,17.38,0.124,0.749
3D8,FAUC,17.38,0.249,0.749
3D8,FAUC,17.97,0.249,0.547
3D8,FAUC,17.98,0.249,0.749
3D8,FAUC,18.01,0.249,0.547
3D8,FAUC,18.02,0.373,1.133
3D8,FAUC,18.23,0.373,1.133
3D8,FAUC,18.27,0.249,0.749
3D8,FAUC,18.31,0.249,1.872
3D8,FAUC,18.35,0.249,1.325
3D8,FAUC,18.85,0.124,0.749
3D8,FAUC,18.97,0.124,0.749
3D8,FAUC,19.47,0.249,0.95
3D8,FAUC,19.54,0.373,1.229
3D8,FAUC,19.62,0.124,1.498
3D8,FAUC,20.33,1.741,1.633
3D8,FAUC,20.37,2.238,0.586
3D8,FAUC,20.46,0.249,0.547
3D8,FAUC,20.48,0.124,1.498
3D8,FAUC,20.51,0.373,1.248
3D8,FAUC,21.47,0.87,0.535
3D8,FAUC,21.49,0.124,1.094
3D8,FAUC,21.49,1.119,1.549
3D8,FAUC,21.69,0.497,1.598
3D8,FAUC,21.81,0.373,0.634
3D8,FAUC,22.16,0.249,0.95
3D8,FAUC,22.79,0.497,1.512
3D8,FAUC,22.85,0.497,0.619
3D8,FAUC,22.88,0.249,0.95
3D8,FAUC,22.9,0.249,0.95
3D8,FAUC,22.91,0.373,0.634
3D8,FAUC,22.97,0.497,0.778
3D8,SHWR,8.36,2.86,2
3D8,SHWR,8.62,14.174,1.932
3D9,BATH,14.81,2.114,4.634
3D9,CWSH,22.78,4,0.522
3D9,CWSH,22.86,4.167,0.169
3D9,CWSH,22.96,1.5,0.29
3D9,CWSH,23.01,0.667,0.652
3D9,CWSH,23.03,2.833,0.261
3D9,CWSH,23.08,2,0.491
3D9,CWSH,23.14,2.833,0.701
3D9,CWSH,23.2,2.667,0.774
3D9,CWSH,23.31,4,0.726
3D9,CWSH,23.5,0.667,0.465
3D9,DWSH,16.9,1,1.072
3D9,DWSH,17,0.5,0.736
3D9,DWSH,17.17,1.667,1.065
3D9,DWSH,17.31,1.667,1.07
3D9,FAUC,9.08,0.373,1.075
3D9,FAUC,9.54,0.124,0.979
3D9,FAUC,9.61,0.87,1.07
3D9,FAUC,9.64,0.124,1.325
3D9,FAUC,9.66,0.249,1.21
3D9,FAUC,9.67,0.622,1.152
3D9,FAUC,9.74,0.124,1.094
3D9,FAUC,10.21,0.124,0.346
3D9,FAUC,10.6,0.249,1.152
3D9,FAUC,10.75,0.497,2.246
3D9,FAUC,10.79,0.746,1.958
3D9,FAUC,10.82,0.373,0.749
3D9,FAUC,11.11,0.497,0.994
3D9,FAUC,11.13,0.373,1.152
3D9,FAUC,11.21,0.373,1.171
3D9,FAUC,11.23,0.124,0.518
3D9,FAUC,11.82,0.249,1.066
3D9,FAUC,11.99,0.746,1.19
3D9,FAUC,12.1,0.249,0.835
3D9,FAUC,12.39,0.373,0.864
3D9,FAUC,12.43,0.622,1.002
3D9,FAUC,13.11,0.373,0.883
3D9,FAUC,13.23,0.124,0.922
3D9,FAUC,13.24,0.249,0.835
3D9,FAUC,13.3,0.373,0.922
3D9,FAUC,13.54,0.373,0.768
3D9,FAUC,13.91,0.124,0.806
3D9,FAUC,14.05,1.865,1.509
3D9,FAUC,14.14,0.249,0.806
3D9,FAUC,14.17,0.746,0.854
3D9,FAUC,14.2,0.249,0.95
3D9,FAUC,14.91,0.87,0.831
3D9,FAUC,16.16,0.124,1.094
3D9,FAUC,16.44,0.124,0.518
3D9,FAUC,16.45,2.487,1.207
3D9,FAUC,16.51,0.373,1.075
3D9,FAUC,16.82,0.124,0.922
3D9,FAUC,16.83,0.249,0.806
3D9,FAUC,16.85,0.373,0.998
3D9,FAUC,16.88,0.995,1.411
3D9,FAUC,16.89,0.249,1.037
3D9,FAUC,16.92,0.249,0.634
3D9,FAUC,16.95,0.249,0.835
3D9,FAUC,17.09,0.124,0.518
3D9,FAUC,17.26,0.124,0.346
3D9,FAUC,17.36,0.373,1.21
3D9,FAUC,17.37,0.622,1.071
3D9,FAUC,17.73,0.497,1.224
3D9,FAUC,17.88,0.249,0.72
3D9,FAUC,17.99,0.249,0.72
3D9,FAUC,18.09,1.243,0.852
3D9,FAUC,18.23,0.249,0.547
3D9,FAUC,18.52,0.497,1.152
3D9,FAUC,18.54,0.373,1.037
3D9,FAUC,18.55,0.622,1.037
3D9,FAUC,18.59,0.124,1.267
3D9,FAUC,18.6,0.124,0.461
3D9,FAUC,18.64,0.249,0.461
3D9,FAUC,18.75,0.124,0.691
3D9,FAUC,19.69,0.373,0.806
3D9,FAUC,19.71,0.249,0.461
3D9,FAUC,19.77,1.741,1.205
3D9,FAUC,19.81,0.124,0.518
3D9,FAUC,19.83,0.373,0.806
3D9,FAUC,19.84,0.124,0.979
3D9,FAUC,19.89,1.243,1.21
3D9,FAUC,19.97,0.249,0.576
3D9,FAUC,19.98,0.124,0.461
3D9,FAUC,19.98,0.124,0.346
3D9,FAUC,19.99,0.497,0.72
3D9,FAUC,20.01,0.124,0.518
3D9,FAUC,20.02,0.124,1.267
3D9,FAUC,20.03,0.124,0.806
3D9,FAUC,20.04,0.124,0.922
3D9,FAUC,20.07,0.249,1.037
3D9,FAUC,20.08,0.249,0.95
3D9,FAUC,20.1,0.124,0.979
3D9,FAUC,20.57,0.124,0.634
3D9,FAUC,20.82,2.362,0.649
3D9,FAUC,20.93,1.243,0.478
3D9,FAUC,20.96,0.249,0.432
3D9,FAUC,20.98,0.87,0.362
3D9,FAUC,21.36,2.362,0.643
3D9,FAUC,21.75,2.487,1.071
3D9,FAUC,22.16,0.373,0.538
3D9,FAUC,22.33,3.233,0.487
3D9,FAUC,23.38,0.249,1.238
3D9,SHWR,0.21,4.103,1.313
3D9,SHWR,8.8,4.227,1.348
3D9,SHWR,10.25,3.73,1.146
3D9,SHWR,14.01,4.973,1.329
3E0,FAUC,0.02,0.31,0.864
3E0,FAUC,0.09,0.465,0.672
3E0,FAUC,7.34,0.155,0.461
3E0,FAUC,8.04,0.31,0.95
3E0,FAUC,8.14,0.465,1.19
3E0,FAUC,8.24,0.155,0.461
3E0,FAUC,8.94,0.31,0.72
3E0,FAUC,8.96,0.31,0.72
3E0,FAUC,9.66,0.929,0.643
3E0,FAUC,9.69,0.155,0.461
3E0,FAUC,9.87,0.31,0.605
3E0,FAUC,9.92,0.155,0.979
3E0,FAUC,9.98,0.155,1.382
3E0,FAUC,10.1,0.31,0.547
3E0,FAUC,13.39,0.31,0.72
3E0,FAUC,13.5,0.31,1.238
3E0,FAUC,13.51,0.155,0.346
3E0,FAUC,13.86,0.155,0.461
3E0,FAUC,14.94,0.31,1.325
3E0,FAUC,15.02,0.31,0.95
3E0,FAUC,17.63,0.155,0.346
3E0,FAUC,18.47,1.084,0.765
3E0,FAUC,18.74,0.155,0.749
3E0,FAUC,18.82,0.155,0.749
3E0,FAUC,18.82,0.155,0.979
3E0,FAUC,18.84,0.155,0.346
3E0,FAUC,18.85,0.155,0.346
3E0,FAUC,23.44,0.929,0.518
3E0,FAUC,23.46,0.465,1.363
3E0,FAUC,23.73,0.155,1.094
3E0,SHWR,18.22,6.506,1.393
3E1,CWSH,14.38,1,1.152
3E1,CWSH,14.43,1.333,1.71
3E1,CWSH,14.45,0.667,1.406
3E1,CWSH,14.79,1,1.26
3E1,CWSH,14.94,1,1.6
3E1,CWSH,15.1,1.167,1.356
3E1,CWSH,15.13,0.5,1.886
3E1,CWSH,15.16,1.333,1.128
3E1,CWSH,15.23,0.833,1.669
3E1,CWSH,15.68,0.833,3.464
3E1,CWSH,15.87,1.167,1.825
3E1,CWSH,15.96,1,2.013
3E1,CWSH,16.09,1.333,2.205
3E1,CWSH,16.21,1.167,2.298
3E1,CWSH,16.6,1,2.23
3E1,CWSH,16.62,0.833,1.419
3E1,CWSH,16.8,1.167,1.543
3E1,CWSH,16.89,1,1.718
3E1,CWSH,17,1.333,1.599
3E1,CWSH,17.12,1,2.012
3E1,CWSH,17.28,0.833,1.89
3E1,CWSH,17.46,0.833,3.455
3E1,CWSH,17.65,2.167,1.34
3E1,CWSH,17.75,1,1.819
3E1,CWSH,17.85,1.167,2.02
3E1,CWSH,17.96,1.167,2.307
3E1,DWSH,12.83,1.5,0.677
3E1,DWSH,12.92,1.5,0.687
3E1,DWSH,12.99,1.5,0.687
3E1,DWSH,13.48,1.5,0.638
3E1,DWSH,13.55,1.5,0.643
3E1,DWSH,19.75,1.333,0.944
3E1,DWSH,19.81,1.5,0.833
3E1,DWSH,20.3,1.333,0.91
3E1,DWSH,20.37,1.333,0.958
3E1,FAUC,6.25,0.774,2.903
3E1,FAUC,6.45,0.31,0.547
3E1,FAUC,6.58,0.62,0.475
3E1,FAUC,7.17,0.62,0.475
3E1,FAUC,7.2,0.62,0.907
3E1,FAUC,7.41,0.774,0.599
3E1,FAUC,7.54,0.62,1.051
3E1,FAUC,7.85,0.62,0.792
3E1,FAUC,7.87,0.62,1.454
3E1,FAUC,7.94,0.62,0.936
3E1,FAUC,8.38,0.465,0.422
3E1,FAUC,8.74,0.465,3.686
3E1,FAUC,8.76,0.31,0.288
3E1,FAUC,8.95,0.31,0.317
3E1,FAUC,8.96,0.31,0.49
3E1,FAUC,10.74,0.31,0.346
3E1,FAUC,10.76,0.155,0.288
3E1,FAUC,10.81,0.155,0.518
3E1,FAUC,10.95,0.31,0.518
3E1,FAUC,11.51,0.62,1.382
3E1,FAUC,11.8,0.774,0.622
3E1,FAUC,12.13,0.62,1.757
3E1,FAUC,12.14,0.465,0.845
3E1,FAUC,12.17,0.31,0.547
3E1,FAUC,12.28,0.62,0.389
3E1,FAUC,12.33,0.31,0.259
3E1,FAUC,12.37,0.155,0.518
3E1,FAUC,12.59,0.31,0.922
3E1,FAUC,12.75,0.31,0.374
3E1,FAUC,12.77,0.774,0.68
3E1,FAUC,12.8,0.31,0.317
3E1,FAUC,12.82,0.465,0.499
3E1,FAUC,12.97,0.62,2.923
3E1,FAUC,14.29,0.155,0.288
3E1,FAUC,14.31,0.155,0.461
3E1,FAUC,14.62,0.31,0.202
3E1,FAUC,14.96,0.465,2.477
3E1,FAUC,15.67,0.31,0.317
3E1,FAUC,15.7,0.31,0.403
3E1,FAUC,15.74,0.929,0.566
3E1,FAUC,16.01,0.31,0.173
3E1,FAUC,16.02,0.31,0.403
3E1,FAUC,16.12,0.31,1.757
3E1,FAUC,16.28,0.31,0.346
3E1,FAUC,16.48,0.155,0.288
3E1,FAUC,16.74,0.31,0.634
3E1,FAUC,17.4,0.31,0.634
3E1,FAUC,17.43,0.155,0.691
3E1,FAUC,17.49,0.31,3.773
3E1,FAUC,17.5,0.155,0.461
3E1,FAUC,17.57,1.239,0.979
3E1,FAUC,17.61,0.929,1.094
3E1,FAUC,17.69,0.62,0.576
3E1,FAUC,17.78,1.239,0.05
3E1,FAUC,17.8,0.155,0.288
3E1,FAUC,17.81,0.155,0.461
3E1,FAUC,18.79,0.465,1.267
3E1,FAUC,18.81,0.929,0.624
3E1,FAUC,19.66,0.62,1.598
3E1,FAUC,19.67,0.774,0.634
3E1,FAUC,21.86,0.62,2.722
3E1,FAUC,22.69,1.239,1.418
3E1,FAUC,22.74,0.155,0.403
3E1,FAUC,23.75,0.155,0.288
3E1,SHWR,7.61,10.378,2
3E1,SHWR,10.49,11.462,2
3E2,BATH,17.64,2.358,5.477
3E2,FAUC,0.4,0.917,2.115
3E2,FAUC,0.8,0.131,0.346
3E2,FAUC,6.14,0.786,1.43
3E2,FAUC,6.33,0.262,1.382
3E2,FAUC,6.41,0.524,1.498
3E2,FAUC,6.42,0.131,0.979
3E2,FAUC,6.44,0.131,1.613
3E2,FAUC,6.46,0.131,1.094
3E2,FAUC,6.56,0.524,1.123
3E2,FAUC,6.58,0.786,2.026
3E2,FAUC,7.61,0.131,1.267
3E2,FAUC,7.7,0.131,0.691
3E2,FAUC,7.73,0.655,1.797
3E2,FAUC,8.24,0.262,0.461
3E2,FAUC,10.29,0.262,1.354
3E2,FAUC,10.69,1.048,2.405
3E2,FAUC,10.75,0.393,1.267
3E2,FAUC,11.22,0.131,0.346
3E2,FAUC,13.35,0.131,0.346
3E2,FAUC,15.42,0.131,0.979
3E2,FAUC,15.57,0.131,0.634
3E2,FAUC,15.81,0.131,0.346
3E2,FAUC,17.24,0.262,1.411
3E2,FAUC,17.25,0.262,1.613
3E2,FAUC,17.37,0.131,0.346
3E2,FAUC,18.55,0.131,0.806
3E2,FAUC,18.59,0.131,0.461
3E2,FAUC,18.61,0.131,0.403
3E2,FAUC,18.94,0.131,1.498
3E2,FAUC,19.57,0.262,0.662
3E2,FAUC,19.6,0.131,0.634
3E2,FAUC,19.66,0.131,0.288
3E2,FAUC,20.77,0.131,1.037
3E2,SHWR,7.62,2.358,1.75
3E3,DWSH,19.11,1.833,0.889
3E3,DWSH,19.27,1.833,0.854
3E3,DWSH,19.62,0.333,0.718
3E3,DWSH,19.65,1.667,0.939
3E3,FAUC,0.38,0.124,0.749
3E3,FAUC,7.04,0.373,0.922
3E3,FAUC,7.08,0.373,0.787
3E3,FAUC,7.35,0.124,0.749
3E3,FAUC,9.38,0.373,0.634
3E3,FAUC,9.41,0.249,1.123
3E3,FAUC,9.62,0.124,1.498
3E3,FAUC,9.71,0.497,0.461
3E3,FAUC,12.53,0.746,1.757
3E3,FAUC,12.6,0.124,1.152
3E3,FAUC,12.92,0.373,0.749
3E3,FAUC,13.09,0.995,1.699
3E3,FAUC,14.3,0.373,0.998
3E3,FAUC,15.51,0.249,0.576
3E3,FAUC,16.66,0.497,1.224
3E3,FAUC,17.66,0.124,1.498
3E3,FAUC,18.34,0.249,1.699
3E3,FAUC,18.57,0.622,1.428
3E3,FAUC,18.63,0.124,0.576
3E3,FAUC,18.66,0.249,1.152
3E3,FAUC,18.97,0.124,1.152
3E3,FAUC,18.99,0.249,0.95
3E3,FAUC,19.04,0.746,1.824
3E3,FAUC,19.34,0.497,0.562
3E3,FAUC,19.36,0.249,0.634
3E3,FAUC,19.37,0.249,0.749
3E3,FAUC,21.98,0.124,0.749
3E3,FAUC,22.07,0.497,1.037
3E3,FAUC,22.12,0.249,1.498
3E3,FAUC,22.21,0.124,0.403
3E3,FAUC,22.35,0.622,0.91
3E3,FAUC,22.37,0.124,0.749
3E3,FAUC,22.37,0.249,0.547
3E3,FAUC,22.4,0.373,0.71
3E3,SHWR,10.1,9.946,1.683
3E4,CWSH,14.73,2.833,1.455
3E4,CWSH,15.13,5,0.811
3E4,CWSH,15.31,0.5,0.45
3E4,CWSH,15.32,0.333,0.623
3E4,CWSH,15.41,5,0.808
3E4,FAUC,0.02,0.262,0.662
3E4,FAUC,6.56,0.262,0.605
3E4,FAUC,9.51,0.262,0.922
3E4,FAUC,9.58,0.131,1.613
3E4,FAUC,9.62,0.131,1.267
3E4,FAUC,9.67,0.393,1.978
3E4,FAUC,9.77,0.262,1.642
3E4,FAUC,9.93,0.131,0.403
3E4,FAUC,10.01,0.262,1.93
3E4,FAUC,10.75,0.131,0.749
3E4,FAUC,11.09,0.393,0.806
3E4,FAUC,11.14,0.131,0.518
3E4,FAUC,11.4,2.358,1.686
3E4,FAUC,11.43,1.048,1.051
3E4,FAUC,11.47,0.262,0.547
3E4,FAUC,11.49,0.131,0.518
3E4,FAUC,11.53,0.655,0.876
3E4,FAUC,11.55,0.393,0.557
3E4,FAUC,15.71,0.131,0.518
3E4,FAUC,15.97,0.655,0.484
3E4,FAUC,17.18,0.262,0.922
3E4,FAUC,17.22,0.131,1.094
3E4,FAUC,19.68,1.31,0.922
3E4,FAUC,19.71,0.524,0.878
3E4,FAUC,19.73,0.393,0.979
3E4,FAUC,19.76,0.262,0.72
3E4,FAUC,19.78,0.131,0.749
3E4,FAUC,19.88,0.131,0.864
3E4,FAUC,22.72,0.393,0.787
3E4,FAUC,23.06,1.834,0.946
3E4,FAUC,23.14,0.655,1.025
3E4,SHWR,10.27,8.516,2
3E4,SHWR,10.98,4.454,2
3E5,CWSH,20.72,2.167,1.773
3E5,CWSH,21.18,2.5,1.67
3E5,CWSH,21.38,2.5,1.854
3E5,DWSH,0.08,0.5,0.659
3E5,DWSH,0.1,1.833,0.756
3E5,DWSH,0.65,0.5,0.591
3E5,DWSH,0.67,1.667,0.805
3E5,DWSH,0.82,0.5,0.614
3E5,DWSH,0.83,1.667,0.805
3E5,FAUC,4.57,0.131,0.403
3E5,FAUC,6.59,0.262,0.634
3E5,FAUC,6.89,0.131,0.288
3E5,FAUC,7.02,0.131,1.267
3E5,FAUC,7.18,0.131,0.403
3E5,FAUC,7.31,0.131,0.403
3E5,FAUC,7.36,0.393,1.44
3E5,FAUC,7.38,0.131,0.403
3E5,FAUC,7.39,0.131,0.403
3E5,FAUC,7.61,0.131,0.403
3E5,FAUC,7.68,0.131,1.037
3E5,FAUC,7.7,0.131,0.403
3E5,FAUC,7.73,0.131,0.403
3E5,FAUC,8.22,0.131,0.403
3E5,FAUC,8.3,0.131,0.864
3E5,FAUC,8.41,0.131,0.518
3E5,FAUC,8.5,0.131,0.403
3E5,FAUC,8.58,0.131,0.518
3E5,FAUC,8.74,0.262,0.605
3E5,FAUC,8.76,0.131,0.403
3E5,FAUC,8.82,0.393,1.459
3E5,FAUC,8.83,0.131,0.634
3E5,FAUC,8.84,0.131,1.037
3E5,FAUC,8.85,0.131,0.403
3E5,FAUC,8.86,0.131,0.403
3E5,FAUC,8.88,0.131,0.634
3E5,FAUC,8.92,0.131,0.288
3E5,FAUC,8.93,0.131,0.403
3E5,FAUC,9,0.131,0.288
3E5,FAUC,9.05,0.131,0.403
3E5,FAUC,9.05,0.131,0.403
3E5,FAUC,9.09,0.131,0.634
3E5,FAUC,9.13,0.262,0.576
3E5,FAUC,9.15,0.131,0.403
3E5,FAUC,9.19,0.131,0.403
3E5,FAUC,9.22,0.131,0.403
3E5,FAUC,9.4,0.131,0.403
3E5,FAUC,9.45,0.131,0.403
3E5,FAUC,9.45,0.131,0.403
3E5,FAUC,9.46,0.131,0.518
3E5,FAUC,9.47,0.131,0.403
3E5,FAUC,9.52,0.131,0.518
3E5,FAUC,9.55,0.262,0.518
3E5,FAUC,9.57,0.131,0.403
3E5,FAUC,9.58,0.131,0.634
3E5,FAUC,9.6,0.131,0.403
3E5,FAUC,9.63,0.131,0.288
3E5,FAUC,9.63,0.262,0.72
3E5,FAUC,9.69,0.262,0.374
3E5,FAUC,9.71,0.131,0.288
3E5,FAUC,9.76,0.262,0.778
3E5,FAUC,9.81,0.131,0.403
3E5,FAUC,9.87,0.917,2.822
3E5,FAUC,9.92,0.393,0.96
3E5,FAUC,9.93,0.262,0.893
3E5,FAUC,9.95,0.131,0.403
3E5,FAUC,10.07,0.131,0.403
3E5,FAUC,10.08,0.131,0.403
3E5,FAUC,10.17,0.131,0.518
3E5,FAUC,10.2,0.131,0.288
3E5,FAUC,10.22,0.131,0.518
3E5,FAUC,10.38,0.131,0.403
3E5,FAUC,10.48,0.131,0.403
3E5,FAUC,10.49,0.131,0.403
3E5,FAUC,10.6,0.131,0.461
3E5,FAUC,10.7,0.131,0.461
3E5,FAUC,10.92,0.131,0.403
3E5,FAUC,10.92,0.131,0.403
3E5,FAUC,11,0.262,0.374
3E5,FAUC,11.02,0.131,0.288
3E5,FAUC,11.21,0.131,0.403
3E5,FAUC,11.32,0.131,0.576
3E5,FAUC,11.34,0.131,0.749
3E5,FAUC,11.47,0.131,0.403
3E5,FAUC,11.63,0.131,0.403
3E5,FAUC,11.7,0.131,0.518
3E5,FAUC,11.75,0.393,1.037
3E5,FAUC,11.8,0.131,0.288
3E5,FAUC,11.83,0.131,0.634
3E5,FAUC,11.96,0.393,0.979
3E5,FAUC,11.97,0.131,0.403
3E5,FAUC,12.01,0.131,0.518
3E5,FAUC,12.07,0.131,0.518
3E5,FAUC,12.22,0.786,1.421
3E5,FAUC,12.27,2.882,2.317
3E5,FAUC,12.34,0.131,0.403
3E5,FAUC,12.35,0.131,0.403
3E5,FAUC,12.37,0.131,0.518
3E5,FAUC,12.38,0.131,0.518
3E5,FAUC,12.53,0.131,0.403
3E5,FAUC,12.55,0.131,0.518
3E5,FAUC,12.75,0.131,0.518
3E5,FAUC,12.77,0.131,0.749
3E5,FAUC,12.78,0.131,0.403
3E5,FAUC,12.91,0.131,0.403
3E5,FAUC,12.92,0.131,0.518
3E5,FAUC,13.18,0.131,0.634
3E5,FAUC,13.25,0.131,0.403
3E5,FAUC,13.27,0.131,0.634
3E5,FAUC,13.32,0.131,0.403
3E5,FAUC,13.33,0.131,0.403
3E5,FAUC,13.59,0.131,0.288
3E5,FAUC,13.61,0.131,0.403
3E5,FAUC,13.65,0.131,0.403
3E5,FAUC,13.74,0.131,0.403
3E5,FAUC,13.76,0.131,0.403
3E5,FAUC,13.89,0.131,0.403
3E5,FAUC,14.07,0.131,0.634
3E5,FAUC,14.08,0.131,0.403
3E5,FAUC,14.19,1.31,0.455
3E5,FAUC,14.21,1.179,1.472
3E5,FAUC,14.26,0.131,0.634
3E5,FAUC,14.29,0.131,0.749
3E5,FAUC,14.4,0.524,1.8
3E5,FAUC,14.41,0.524,1.8
3E5,FAUC,14.53,0.131,1.786
3E5,FAUC,14.54,0.131,0.518
3E5,FAUC,14.65,0.131,0.806
3E5,FAUC,14.68,0.131,0.403
3E5,FAUC,14.8,0.262,1.267
