Day,Fixture,Start time (hr),Duration (min),Flow Rate (gpm),Volume (gal),,,Weekday,Weekend,Holiday,All
6.00E+05,FAUC,15.14,0.155,0.749,0.116095,,,,,,
6.00E+05,FAUC,15.15,0.155,0.518,0.08029,,,,,,
6.00E+05,FAUC,15.55,0.31,0.547,0.16957,,,,,,
6.00E+05,FAUC,15.58,1.859,1.776,3.301584,,,,,,
6.00E+05,FAUC,15.58,0.774,0.657,0.508518,,,,,,
6.00E+05,FAUC,16.46,0.774,2.016,1.560384,,,,,,
6.00E+05,FAUC,16.48,0.774,0.783,0.606042,,,,,,
6.00E+05,FAUC,16.66,0.465,1.44,0.6696,,,,,,
6.00E+05,FAUC,16.81,0.31,0.49,0.1519,,,,,,
6.00E+05,FAUC,16.85,0.62,1.267,0.78554,,,,,,
6.00E+05,FAUC,16.89,0.465,1.075,0.499875,,,,,,
6.00E+05,FAUC,17.17,0.155,0.518,0.08029,,,,,,
6.00E+05,FAUC,17.23,1.549,0.478,0.740422,,,,,,
6.00E+05,FAUC,17.26,1.704,1.314,2.239056,,,,,,
6.00E+05,FAUC,17.57,0.62,0.706,0.43772,,,,,,
6.00E+05,FAUC,17.86,0.155,1.094,0.16957,,,,,,
6.00E+05,FAUC,19.15,0.465,1.037,0.482205,,,,,,
6.00E+05,FAUC,19.21,0.465,1.21,0.56265,,,,,,
6.00E+05,FAUC,19.22,0.155,0.806,0.12493,,,,,,
6.00E+05,FAUC,19.23,0.31,0.835,0.25885,,,,,,
6.00E+05,FAUC,19.29,0.155,0.403,0.062465,,,,,,
6.00E+05,FAUC,19.32,1.549,1.313,2.033837,,,,,,
6.00E+05,FAUC,19.35,0.155,0.634,0.09827,,,,,,
6.00E+05,FAUC,19.89,1.239,0.742,0.919338,,,,,,
6.00E+05,FAUC,19.95,0.31,0.893,0.27683,,,,,,
6.00E+05,FAUC,20.69,0.155,0.403,0.062465,,,,,,
6.00E+05,FAUC,21,0.31,0.547,0.16957,,,,,,
6.00E+05,FAUC,22.7,0.929,0.278,0.258262,,,,,,
6.00E+05,SHWR,8.24,5.731,1.057,6.057667,,,,,,
6.00E+05,SHWR,8.44,4.492,1.173,5.269116,,,,,,
6.00E+05,SHWR,9.6,4.027,1.408,5.670016,,,,,,
6.00E+05,SHWR,16.34,6.041,2,12.082,,,,,,
6.00E+05,SHWR,16.75,4.492,1.419,6.374148,,,,,,
6.00E+06,CWSH,11.46,2.167,2.695,5.840065,,,,,,
6.00E+06,CWSH,11.75,2.167,2.531,5.484677,,,,,,
6.00E+06,CWSH,11.88,0.333,1.651,0.549783,,,,,,
6.00E+06,CWSH,11.89,0.333,2.328,0.775224,,,,,,
6.00E+06,CWSH,12.81,2,2.12,4.24,,,,,,
6.00E+06,CWSH,13.24,4.167,1.808,7.533936,,,,,,
6.00E+06,CWSH,13.41,0.333,1.09,0.36297,,,,,,
6.00E+06,CWSH,13.42,0.5,1.024,0.512,,,,,,
6.00E+06,FAUC,0.58,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,6.63,0.155,0.691,0.107105,,,,,,
6.00E+06,FAUC,6.72,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,6.74,0.155,0.576,0.08928,,,,,,
6.00E+06,FAUC,6.77,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,6.99,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,7.06,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,7.09,0.155,0.403,0.062465,,,,,,
6.00E+06,FAUC,8.52,22.614,0.944,21.347616,,,,,,
6.00E+06,FAUC,8.99,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,8.99,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,9.31,0.155,0.518,0.08029,,,,,,
6.00E+06,FAUC,9.56,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,9.63,0.155,0.518,0.08029,,,,,,
6.00E+06,FAUC,9.63,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,9.8,0.155,0.691,0.107105,,,,,,
6.00E+06,FAUC,9.89,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,9.89,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,9.91,0.155,0.518,0.08029,,,,,,
6.00E+06,FAUC,10.02,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,10.24,0.155,0.518,0.08029,,,,,,
6.00E+06,FAUC,10.26,0.929,0.566,0.525814,,,,,,
6.00E+06,FAUC,10.29,0.465,0.672,0.31248,,,,,,
6.00E+06,FAUC,10.3,0.155,0.691,0.107105,,,,,,
6.00E+06,FAUC,10.34,0.155,0.461,0.071455,,,,,,
6.00E+06,FAUC,10.4,0.155,0.691,0.107105,,,,,,
6.00E+06,FAUC,10.41,0.62,1.296,0.80352,,,,,,
6.00E+06,FAUC,10.43,0.774,1.348,1.043352,,,,,,
6.00E+06,FAUC,10.45,0.155,0.691,0.107105,,,,,,
6.00E+06,FAUC,10.46,0.62,0.979,0.60698,,,,,,
6.00E+06,FAUC,10.68,0.155,0.518,0.08029,,,,,,
6.00E+06,FAUC,10.71,1.084,1.119,1.212996,,,,,,
6.00E+06,FAUC,10.81,0.155,0.922,0.14291,,,,,,
6.00E+06,FAUC,10.82,0.155,0.518,0.08029,,,,,,
6.00E+06,FAUC,10.93,0.929,0.71,0.65959,,,,,,
6.00E+06,FAUC,10.95,0.929,0.95,0.88255,,,,,,
6.00E+06,FAUC,10.97,2.323,1.106,2.569238,,,,,,
6.00E+06,FAUC,11.03,0.31,0.893,0.27683,,,,,,
6.00E+06,FAUC,11.09,4.957,0.202,1.001314,,,,,,
6.00E+06,FAUC,11.2,3.408,0.052,0.177216,,,,,,
6.00E+06,FAUC,11.27,0.155,0.691,0.107105,,,,,,
6.00E+06,FAUC,11.28,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,11.29,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,11.32,4.182,0.03,0.12546,,,,,,
6.00E+06,FAUC,11.55,1.084,1.531,1.659604,,,,,,
6.00E+06,FAUC,11.58,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,11.59,0.31,0.461,0.14291,,,,,,
6.00E+06,FAUC,11.61,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,11.62,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,11.73,0.31,0.547,0.16957,,,,,,
6.00E+06,FAUC,11.96,0.155,0.922,0.14291,,,,,,
6.00E+06,FAUC,12.12,0.62,0.36,0.2232,,,,,,
6.00E+06,FAUC,12.2,0.31,1.066,0.33046,,,,,,
6.00E+06,FAUC,12.22,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,12.24,0.62,0.49,0.3038,,,,,,
6.00E+06,FAUC,12.25,0.155,0.518,0.08029,,,,,,
6.00E+06,FAUC,12.26,0.155,0.691,0.107105,,,,,,
6.00E+06,FAUC,12.3,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,12.44,5.576,1.483,8.269208,,,,,,
6.00E+06,FAUC,12.49,2.633,1.345,3.541385,,,,,,
6.00E+06,FAUC,12.61,0.155,0.518,0.08029,,,,,,
6.00E+06,FAUC,12.68,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,12.88,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,13.55,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,13.57,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,13.9,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,14.03,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,14.08,0.155,0.691,0.107105,,,,,,
6.00E+06,FAUC,14.1,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,16.49,0.155,0.518,0.08029,,,,,,
6.00E+06,FAUC,16.58,0.155,0.518,0.08029,,,,,,
6.00E+06,FAUC,16.6,0.465,0.365,0.169725,,,,,,
6.00E+06,FAUC,16.84,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,17.75,0.155,0.403,0.062465,,,,,,
6.00E+06,FAUC,17.97,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,18.36,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,18.38,0.155,0.691,0.107105,,,,,,
6.00E+06,FAUC,18.42,0.31,0.403,0.12493,,,,,,
6.00E+06,FAUC,18.45,0.31,0.346,0.10726,,,,,,
6.00E+06,FAUC,18.48,0.31,0.72,0.2232,,,,,,
6.00E+06,FAUC,18.63,0.155,0.691,0.107105,,,,,,
6.00E+06,FAUC,18.68,0.155,0.461,0.071455,,,,,,
6.00E+06,FAUC,18.7,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,18.71,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,19.1,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,19.13,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,19.24,0.155,0.403,0.062465,,,,,,
6.00E+06,FAUC,19.31,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,19.38,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,20.34,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,20.34,0.155,0.518,0.08029,,,,,,
6.00E+06,FAUC,20.42,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,20.43,0.31,0.346,0.10726,,,,,,
6.00E+06,FAUC,20.46,0.155,0.691,0.107105,,,,,,
6.00E+06,FAUC,21.14,0.155,0.518,0.08029,,,,,,
6.00E+06,FAUC,21.17,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,22.63,0.31,0.346,0.10726,,,,,,
6.00E+06,FAUC,22.66,0.929,0.96,0.89184,,,,,,
6.00E+06,FAUC,22.88,0.155,1.267,0.196385,,,,,,
6.00E+06,FAUC,22.9,1.549,1.192,1.846408,,,,,,
6.00E+06,FAUC,23.01,0.62,0.979,0.60698,,,,,,
6.00E+06,FAUC,23.05,0.155,0.576,0.08928,,,,,,
6.00E+06,FAUC,23.1,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,23.33,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,23.45,0.155,0.346,0.05363,,,,,,
6.00E+06,FAUC,23.54,0.155,0.922,0.14291,,,,,,
6.00E+06,FAUC,23.54,0.929,0.595,0.552755,,,,,,
6.00E+06,SHWR,11.07,19.362,1.637,31.695594,,,,,,
6.00E+06,SHWR,18.14,4.337,2,8.674,,,,,,
6.00E+06,SHWR,21.59,3.408,2,6.816,,,,,,
6.00E+07,BATH,13.41,3.333,6.996,23.317668,,,,,,
6.00E+07,CWSH,10.51,0.5,1.655,0.8275,,,,,,
6.00E+07,CWSH,10.57,1.5,1.916,2.874,,,,,,
6.00E+07,CWSH,10.7,1.167,2.337,2.727279,,,,,,
6.00E+07,CWSH,10.83,1.167,2.322,2.709774,,,,,,
6.00E+07,CWSH,10.96,1.5,2.343,3.5145,,,,,,
6.00E+07,CWSH,21.98,5,2.53,12.65,,,,,,
6.00E+07,CWSH,23.53,1,2.976,2.976,,,,,,
6.00E+07,CWSH,23.66,1.167,2.463,2.874321,,,,,,
6.00E+07,CWSH,23.78,1.333,2.141,2.853953,,,,,,
6.00E+07,CWSH,23.91,1.5,2.631,3.9465,,,,,,
6.00E+07,DWSH,12.8,1.5,0.589,0.8835,,,,,,
6.00E+07,DWSH,12.93,1.5,0.557,0.8355,,,,,,
6.00E+07,DWSH,13.02,1.333,0.604,0.805132,,,,,,
6.00E+07,DWSH,13.09,1.5,0.549,0.8235,,,,,,
6.00E+07,DWSH,13.58,1.5,0.561,0.8415,,,,,,
6.00E+07,DWSH,13.64,1.5,0.541,0.8115,,,,,,
6.00E+07,FAUC,6.67,2.333,0.033,0.076989,,,,,,
6.00E+07,FAUC,7.02,4.667,0.027,0.126009,,,,,,
6.00E+07,FAUC,7.29,6.667,0.017,0.113339,,,,,,
6.00E+07,FAUC,7.53,0.333,0.115,0.038295,,,,,,
6.00E+07,FAUC,7.53,9.5,0.02,0.19,,,,,,
6.00E+07,FAUC,7.7,0.167,0.115,0.019205,,,,,,
6.00E+07,FAUC,7.7,0.833,0.081,0.067473,,,,,,
6.00E+07,FAUC,7.72,6.333,0.029,0.183657,,,,,,
6.00E+07,FAUC,8.2,7.667,0.035,0.268345,,,,,,
6.00E+07,FAUC,8.33,1.167,0.058,0.067686,,,,,,
6.00E+07,FAUC,8.35,2,0.048,0.096,,,,,,
6.00E+07,FAUC,8.45,2.5,0.035,0.0875,,,,,,
6.00E+07,FAUC,8.68,3.5,0.03,0.105,,,,,,
6.00E+07,FAUC,8.75,6.667,0.026,0.173342,,,,,,
6.00E+07,FAUC,8.87,0.167,0.115,0.019205,,,,,,
6.00E+07,FAUC,8.9,6.833,0.027,0.184491,,,,,,
6.00E+07,FAUC,9.3,4.333,0.04,0.17332,,,,,,
6.00E+07,FAUC,9.4,5.167,0.032,0.165344,,,,,,
6.00E+07,FAUC,9.5,3.167,1.731,5.482077,,,,,,
6.00E+07,FAUC,9.56,0.167,0.173,0.028891,,,,,,
6.00E+07,FAUC,9.57,0.5,1.286,0.643,,,,,,
6.00E+07,FAUC,9.63,1.167,4.221,4.925907,,,,,,
6.00E+07,FAUC,9.65,0.5,0.134,0.067,,,,,,
6.00E+07,FAUC,9.65,0.167,3.859,0.644453,,,,,,
6.00E+07,FAUC,9.66,0.167,0.115,0.019205,,,,,,
6.00E+07,FAUC,9.91,3.833,2.607,9.992631,,,,,,
6.00E+07,FAUC,10.06,4.667,0.041,0.191347,,,,,,
6.00E+07,FAUC,10.19,1.833,0.047,0.086151,,,,,,
6.00E+07,FAUC,10.26,1.167,0.058,0.067686,,,,,,
6.00E+07,FAUC,10.34,0.167,0.115,0.019205,,,,,,
6.00E+07,FAUC,10.35,6.167,0.033,0.203511,,,,,,
6.00E+07,FAUC,10.46,2.833,0.03,0.08499,,,,,,
6.00E+07,FAUC,10.58,0.167,0.288,0.048096,,,,,,
6.00E+07,FAUC,10.59,0.167,0.979,0.163493,,,,,,
6.00E+07,FAUC,10.59,0.167,0.691,0.115397,,,,,,
6.00E+07,FAUC,10.69,0.167,1.555,0.259685,,,,,,
6.00E+07,FAUC,10.72,0.167,0.288,0.048096,,,,,,
6.00E+07,FAUC,10.98,1.833,0.021,0.038493,,,,,,
6.00E+07,FAUC,11.11,1.167,0.782,0.912594,,,,,,
6.00E+07,FAUC,11.2,3,0.038,0.114,,,,,,
6.00E+07,FAUC,11.32,0.167,0.518,0.086506,,,,,,
6.00E+07,FAUC,11.36,0.333,0.893,0.297369,,,,,,
6.00E+07,FAUC,11.37,0.167,0.979,0.163493,,,,,,
6.00E+07,FAUC,12.04,4.667,0.023,0.107341,,,,,,
6.00E+07,FAUC,12.11,0.5,0.806,0.403,,,,,,
6.00E+07,FAUC,12.13,0.667,1.08,0.72036,,,,,,
6.00E+07,FAUC,12.82,0.167,0.173,0.028891,,,,,,
6.00E+07,FAUC,12.86,0.167,1.498,0.250166,,,,,,
6.00E+07,FAUC,12.87,1.167,5.678,6.626226,,,,,,
6.00E+07,FAUC,13.02,0.167,0.288,0.048096,,,,,,
6.00E+07,FAUC,13.48,0.167,0.115,0.019205,,,,,,
6.00E+07,FAUC,13.53,0.5,0.077,0.0385,,,,,,
6.00E+07,FAUC,13.55,1.333,0.05,0.06665,,,,,,
6.00E+07,FAUC,13.57,0.333,0.086,0.028638,,,,,,
6.00E+07,FAUC,13.75,7.667,0.031,0.237677,,,,,,
6.00E+07,FAUC,13.88,0.167,0.115,0.019205,,,,,,
6.00E+07,FAUC,13.9,0.667,0.072,0.048024,,,,,,
6.00E+07,FAUC,13.92,4.167,0.032,0.133344,,,,,,
6.00E+07,FAUC,14.8,0.167,0.691,0.115397,,,,,,
6.00E+07,FAUC,15.02,1,0.47,0.47,,,,,,
6.00E+07,FAUC,18.14,0.333,0.403,0.134199,,,,,,
6.00E+07,FAUC,18.19,0.333,0.086,0.028638,,,,,,
6.00E+07,FAUC,18.2,0.333,0.864,0.287712,,,,,,
6.00E+07,FAUC,18.28,0.167,0.634,0.105878,,,,,,
6.00E+07,FAUC,18.28,0.333,1.325,0.441225,,,,,,
6.00E+07,FAUC,18.53,1.333,0.043,0.057319,,,,,,
6.00E+07,FAUC,18.55,0.5,0.653,0.3265,,,,,,
6.00E+07,FAUC,18.56,0.167,0.461,0.076987,,,,,,
6.00E+07,FAUC,18.64,0.667,1.008,0.672336,,,,,,
6.00E+07,FAUC,19.35,9.833,0.033,0.324489,,,,,,
6.00E+07,FAUC,19.58,1.5,0.026,0.039,,,,,,
6.00E+07,FAUC,19.61,2.5,0.027,0.0675,,,,,,
6.00E+07,FAUC,22.05,0.667,3.139,2.093713,,,,,,
6.00E+07,FAUC,22.39,0.167,0.749,0.125083,,,,,,
6.00E+07,FAUC,22.4,2.667,0.036,0.096012,,,,,,
6.00E+07,FAUC,22.57,0.167,0.115,0.019205,,,,,,
6.00E+07,FAUC,22.58,0.167,1.037,0.173179,,,,,,
6.00E+07,FAUC,22.58,0.167,0.115,0.019205,,,,,,
6.00E+07,FAUC,22.59,0.5,4.397,2.1985,,,,,,
6.00E+07,FAUC,22.6,0.167,0.23,0.03841,,,,,,
6.00E+07,FAUC,22.6,0.5,3.014,1.507,,,,,,
6.00E+07,FAUC,22.61,0.333,2.966,0.987678,,,,,,
6.00E+07,FAUC,22.62,0.833,4.516,3.761828,,,,,,
6.00E+07,FAUC,22.79,4,0.029,0.116,,,,,,
6.00E+07,FAUC,23.46,1.167,4.361,5.089287,,,,,,
6.00E+07,FAUC,23.53,0.5,1.248,0.624,,,,,,
6.00E+07,FAUC,23.55,0.667,0.086,0.057362,,,,,,
6.00E+07,FAUC,23.6,3.333,0.037,0.123321,,,,,,
6.00E+07,FAUC,23.94,0.167,0.288,0.048096,,,,,,
6.00E+07,SHWR,9.22,4.833,2,9.666,,,,,,
6.00E+07,SHWR,9.77,8.333,2,16.666,,,,,,
6.00E+08,DWSH,18.93,1,1.354,1.354,,,,,,
6.00E+08,DWSH,19.3,0.833,1.442,1.201186,,,,,,
6.00E+08,DWSH,19.41,1,1.232,1.232,,,,,,
6.00E+08,DWSH,19.53,0.833,1.454,1.211182,,,,,,
6.00E+08,FAUC,6.28,0.167,0.518,0.086506,,,,,,
6.00E+08,FAUC,7.5,0.667,1.022,0.681674,,,,,,
6.00E+08,FAUC,7.81,1,0.71,0.71,,,,,,
6.00E+08,FAUC,8.17,0.5,0.883,0.4415,,,,,,
6.00E+08,FAUC,8.22,0.5,1.018,0.509,,,,,,
6.00E+08,FAUC,8.28,0.333,0.576,0.191808,,,,,,
6.00E+08,FAUC,8.41,0.333,0.835,0.278055,,,,,,
6.00E+08,FAUC,8.53,0.5,1.19,0.595,,,,,,
6.00E+08,FAUC,8.61,0.167,1.44,0.24048,,,,,,
6.00E+08,FAUC,8.61,0.167,0.634,0.105878,,,,,,
6.00E+08,FAUC,8.62,2,2.386,4.772,,,,,,
6.00E+08,FAUC,8.63,0.5,1.344,0.672,,,,,,
6.00E+08,FAUC,9.12,0.167,0.346,0.057782,,,,,,
6.00E+08,FAUC,9.13,0.667,1.022,0.681674,,,,,,
6.00E+08,FAUC,9.16,0.833,0.369,0.307377,,,,,,
6.00E+08,FAUC,9.17,5,0.357,1.785,,,,,,
6.00E+08,FAUC,9.64,0.167,0.518,0.086506,,,,,,
6.00E+08,FAUC,9.98,0.167,0.346,0.057782,,,,,,
6.00E+08,FAUC,10,0.167,0.979,0.163493,,,,,,
6.00E+08,FAUC,10.02,0.167,0.806,0.134602,,,,,,
6.00E+08,FAUC,10.05,0.167,0.346,0.057782,,,,,,
6.00E+08,FAUC,10.06,0.333,0.662,0.220446,,,,,,
6.00E+08,FAUC,10.08,0.5,0.768,0.384,,,,,,
6.00E+08,FAUC,10.1,0.5,2.131,1.0655,,,,,,
6.00E+08,FAUC,10.14,0.167,0.634,0.105878,,,,,,
6.00E+08,FAUC,10.15,0.167,0.518,0.086506,,,,,,
6.00E+08,FAUC,10.98,0.333,0.662,0.220446,,,,,,
6.00E+08,FAUC,11.04,0.167,0.979,0.163493,,,,,,
6.00E+08,FAUC,11.07,0.667,0.893,0.595631,,,,,,
6.00E+08,FAUC,11.53,0.167,1.094,0.182698,,,,,,
6.00E+08,FAUC,11.55,0.333,0.662,0.220446,,,,,,
6.00E+08,FAUC,11.72,0.333,1.44,0.47952,,,,,,
6.00E+08,FAUC,11.74,0.333,0.49,0.16317,,,,,,
6.00E+08,FAUC,12.04,0.167,0.922,0.153974,,,,,,
6.00E+08,FAUC,12.05,0.167,0.346,0.057782,,,,,,
6.00E+08,FAUC,12.18,0.167,1.67,0.27889,,,,,,
6.00E+08,FAUC,13,1.167,1.794,2.093598,,,,,,
6.00E+08,FAUC,13.18,0.167,1.094,0.182698,,,,,,
6.00E+08,FAUC,13.2,0.5,1.094,0.547,,,,,,
6.00E+08,FAUC,13.27,0.333,1.008,0.335664,,,,,,
6.00E+08,FAUC,13.34,0.167,1.958,0.326986,,,,,,
6.00E+08,FAUC,13.41,0.167,1.152,0.192384,,,,,,
6.00E+08,FAUC,13.43,0.333,0.634,0.211122,,,,,,
6.00E+08,FAUC,13.44,0.167,0.806,0.134602,,,,,,
6.00E+08,FAUC,13.45,0.333,0.806,0.268398,,,,,,
6.00E+08,FAUC,13.46,0.167,0.691,0.115397,,,,,,
6.00E+08,FAUC,13.46,1.333,1.174,1.564942,,,,,,
6.00E+08,FAUC,13.49,1.833,1.084,1.986972,,,,,,
6.00E+08,FAUC,13.52,0.333,1.354,0.450882,,,,,,
6.00E+08,FAUC,13.53,0.333,0.922,0.307026,,,,,,
6.00E+08,FAUC,13.54,0.167,1.152,0.192384,,,,,,
6.00E+08,FAUC,13.57,0.167,1.728,0.288576,,,,,,
6.00E+08,FAUC,13.64,0.5,1.075,0.5375,,,,,,
6.00E+08,FAUC,13.65,0.167,0.518,0.086506,,,,,,
6.00E+08,FAUC,13.71,0.5,0.826,0.413,,,,,,
6.00E+08,FAUC,13.72,0.5,0.499,0.2495,,,,,,
6.00E+08,FAUC,13.74,0.833,1.59,1.32447,,,,,,
6.00E+08,FAUC,13.81,1.167,1.201,1.401567,,,,,,
6.00E+08,FAUC,13.89,0.333,0.922,0.307026,,,,,,
6.00E+08,FAUC,13.91,0.833,1.475,1.228675,,,,,,
6.00E+08,FAUC,13.92,0.5,1.728,0.864,,,,,,
6.00E+08,FAUC,14.01,0.167,0.634,0.105878,,,,,,
6.00E+08,FAUC,14.02,0.167,0.461,0.076987,,,,,,
6.00E+08,FAUC,14.27,0.333,0.547,0.182151,,,,,,
6.00E+08,FAUC,14.54,0.333,0.979,0.326007,,,,,,
6.00E+08,FAUC,14.55,1.167,1.81,2.11227,,,,,,
6.00E+08,FAUC,14.74,6,0.36,2.16,,,,,,
6.00E+08,FAUC,14.78,0.333,0.893,0.297369,,,,,,
6.00E+08,FAUC,15.07,1.667,1.947,3.245649,,,,,,
6.00E+08,FAUC,15.44,1.667,0.801,1.335267,,,,,,
6.00E+08,FAUC,15.74,0.333,1.066,0.354978,,,,,,
6.00E+08,FAUC,15.82,0.333,1.123,0.373959,,,,,,
6.00E+08,FAUC,15.83,0.167,1.67,0.27889,,,,,,
6.00E+08,FAUC,15.97,0.333,0.979,0.326007,,,,,,
6.00E+08,FAUC,16.06,0.333,1.555,0.517815,,,,,,
6.00E+08,FAUC,16.33,0.5,0.768,0.384,,,,,,
6.00E+08,FAUC,16.34,0.167,0.461,0.076987,,,,,,
6.00E+08,FAUC,16.35,0.167,0.461,0.076987,,,,,,
6.00E+08,FAUC,16.36,0.167,0.634,0.105878,,,,,,
6.00E+08,FAUC,16.37,0.333,0.749,0.249417,,,,,,
6.00E+08,FAUC,16.39,0.667,1.138,0.759046,,,,,,
6.00E+08,FAUC,16.42,0.333,1.037,0.345321,,,,,,
6.00E+08,FAUC,16.49,0.167,0.634,0.105878,,,,,,
6.00E+08,FAUC,16.49,0.333,0.893,0.297369,,,,,,
6.00E+08,FAUC,16.52,0.333,1.152,0.383616,,,,,,
6.00E+08,FAUC,16.58,0.167,0.288,0.048096,,,,,,
6.00E+08,FAUC,17.49,1.667,1.774,2.957258,,,,,,
6.00E+08,FAUC,17.54,0.167,0.461,0.076987,,,,,,
6.00E+08,FAUC,17.89,0.5,1.152,0.576,,,,,,
6.00E+08,FAUC,17.91,0.333,0.893,0.297369,,,,,,
6.00E+08,FAUC,17.92,0.5,0.749,0.3745,,,,,,
6.00E+08,FAUC,17.93,0.167,0.806,0.134602,,,,,,
6.00E+08,FAUC,18.02,0.167,0.346,0.057782,,,,,,
6.00E+08,FAUC,18.15,0.167,0.691,0.115397,,,,,,
6.00E+08,FAUC,18.18,0.167,0.346,0.057782,,,,,,
6.00E+08,FAUC,18.19,0.167,0.518,0.086506,,,,,,
6.00E+08,FAUC,18.29,0.167,0.461,0.076987,,,,,,
6.00E+08,FAUC,18.72,0.167,0.979,0.163493,,,,,,
6.00E+08,FAUC,18.89,0.167,0.346,0.057782,,,,,,
6.00E+08,FAUC,18.9,0.167,0.979,0.163493,,,,,,
6.00E+08,FAUC,18.91,0.167,0.691,0.115397,,,,,,
6.00E+08,FAUC,18.91,0.167,0.346,0.057782,,,,,,
6.00E+08,FAUC,20.42,4.5,0.386,1.737,,,,,,
6.00E+08,FAUC,20.64,0.167,1.094,0.182698,,,,,,
6.00E+08,FAUC,20.77,0.167,0.634,0.105878,,,,,,
6.00E+08,FAUC,20.8,0.167,0.346,0.057782,,,,,,
6.00E+08,FAUC,20.81,0.167,0.979,0.163493,,,,,,
6.00E+08,FAUC,20.84,0.833,1.14,0.94962,,,,,,
6.00E+08,FAUC,20.87,0.5,1.037,0.5185,,,,,,
6.00E+08,FAUC,20.89,2.333,1.024,2.388992,,,,,,
6.00E+08,FAUC,20.95,0.333,0.95,0.31635,,,,,,
6.00E+08,FAUC,21.48,0.167,0.346,0.057782,,,,,,
6.00E+08,FAUC,22.56,0.167,0.634,0.105878,,,,,,
6.00E+08,FAUC,22.6,0.167,0.634,0.105878,,,,,,
6.00E+08,FAUC,22.6,0.5,1.152,0.576,,,,,,
6.00E+08,FAUC,22.68,0.167,0.461,0.076987,,,,,,
6.00E+08,FAUC,23.49,0.333,0.806,0.268398,,,,,,
6.00E+08,FAUC,23.51,1.667,1.083,1.805361,,,,,,
6.00E+08,FAUC,23.52,0.167,1.325,0.221275,,,,,,
6.00E+08,FAUC,23.54,1,0.71,0.71,,,,,,
6.00E+08,FAUC,23.56,0.167,0.346,0.057782,,,,,,
6.00E+08,FAUC,23.59,0.333,0.49,0.16317,,,,,,
6.00E+08,FAUC,23.61,1.333,1.289,1.718237,,,,,,
6.00E+08,FAUC,23.78,0.167,1.498,0.250166,,,,,,
6.00E+08,SHWR,8.8,14.833,1.443,21.404019,,,,,,
6.00E+08,SHWR,15.34,6,2,12,,,,,,
6.00E+08,SHWR,15.55,10.833,2,21.666,,,,,,
6.00E+08,SHWR,20.5,5.333,2,10.666,,,,,,
6.00E+09,CWSH,20.31,3.667,1.415,5.188805,,,,,,
6.00E+09,CWSH,21.09,6.333,1.178,7.460274,,,,,,
6.00E+09,FAUC,0.09,0.427,0.595,0.254065,,,,,,
6.00E+09,FAUC,0.11,0.142,0.864,0.122688,,,,,,
6.00E+09,FAUC,0.11,0.997,0.066,0.065802,,,,,,
6.00E+09,FAUC,3.08,0.285,0.979,0.279015,,,,,,
6.00E+09,FAUC,3.12,0.712,0.991,0.705592,,,,,,
6.00E+09,FAUC,3.13,0.142,0.173,0.024566,,,,,,
6.00E+09,FAUC,3.14,0.142,0.346,0.049132,,,,,,
6.00E+09,FAUC,3.14,0.285,0.23,0.06555,,,,,,
